sample_accession,run_accession,tax_id,scientific_name,instrument_model,library_layout,nominal_length,read_count,fastq_ftp,sra_ftp
SAMEA3595995,ERR1560960,4932,Saccharomyces cerevisiae,HiSeq X Ten,PAIRED,435.0,10383912,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR1560960/ERR1560960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR1560960/ERR1560960_2.fastq.gz;,
SAMN00138723,SRR074046,7897,Latimeria chalumnae,Illumina Genome Analyzer II,PAIRED,307.0,45232499,ftp.sra.ebi.ac.uk/vol1/fastq/SRR074/SRR074046/SRR074046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR074/SRR074046/SRR074046_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR074/SRR074046
SAMN05065004,SRR3571122,3750,Malus domestica,Illumina HiSeq 2500,PAIRED,,30069239,ftp.sra.ebi.ac.uk/vol1/fastq/SRR357/002/SRR3571122/SRR3571122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR357/002/SRR3571122/SRR3571122_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR357/002/SRR3571122
SAMEA2162452,ERR369761,5833,Plasmodium falciparum,Illumina HiSeq 2000,PAIRED,222.0,30779598,ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369761/ERR369761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369761/ERR369761_2.fastq.gz;,
SAMEA5761286,ERR3418963,796354,Crithidia expoeki,Illumina HiSeq 4000,PAIRED,350.0,17020879,ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3418963/ERR3418963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3418963/ERR3418963_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR341/003/ERR3418963
SAMN00811240,SRR445613,9541,Macaca fascicularis,Illumina Genome Analyzer II,PAIRED,131.0,20873035,ftp.sra.ebi.ac.uk/vol1/fastq/SRR445/SRR445613/SRR445613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR445/SRR445613/SRR445613_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR445/SRR445613
SAMN05519087,SRR4027838,83333,Escherichia coli K-12,Illumina Genome Analyzer II,PAIRED,,22816802,ftp.sra.ebi.ac.uk/vol1/fastq/SRR402/008/SRR4027838/SRR4027838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR402/008/SRR4027838/SRR4027838_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR402/008/SRR4027838
SAMN11404102,SRR8888758,4232,Helianthus annuus,Illumina HiSeq 4000,PAIRED,,29897412,ftp.sra.ebi.ac.uk/vol1/fastq/SRR888/008/SRR8888758/SRR8888758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR888/008/SRR8888758/SRR8888758_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR888/008/SRR8888758
SAMN11415109,SRR8896823,74150,Helianthus petiolaris subsp. fallax,Illumina HiSeq 4000,PAIRED,,11128685,ftp.sra.ebi.ac.uk/vol1/fastq/SRR889/003/SRR8896823/SRR8896823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR889/003/SRR8896823/SRR8896823_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR889/003/SRR8896823
SAMEA2200866,ERR417392,31272,Plasmodium sp.,Illumina HiSeq 2000,PAIRED,500.0,28819148,ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/ERR417392/ERR417392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/ERR417392/ERR417392_2.fastq.gz;,
SAMEA6231778,ERR3675124,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,523.0,27908994,ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/004/ERR3675124/ERR3675124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/004/ERR3675124/ERR3675124_2.fastq.gz;,
SAMEA3498587,ERR979342,1114792,Equus ferus,Illumina HiSeq 2000,PAIRED,0.0,13134862,ftp.sra.ebi.ac.uk/vol1/fastq/ERR979/ERR979342/ERR979342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR979/ERR979342/ERR979342_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR979/ERR979342
SAMN07773698,SRR6375585,109871,Batrachochytrium dendrobatidis,Illumina HiSeq 2000,PAIRED,,10476627,ftp.sra.ebi.ac.uk/vol1/fastq/SRR637/005/SRR6375585/SRR6375585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR637/005/SRR6375585/SRR6375585_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR637/005/SRR6375585
SAMN07522336,SRR5965387,3635,Gossypium hirsutum,HiSeq X Ten,PAIRED,,44961710,ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5965387/SRR5965387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5965387/SRR5965387_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR596/007/SRR5965387
SAMEA3911327,ERR1583859,7173,Anopheles arabiensis,HiSeq X Ten,PAIRED,415.0,23283128,ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR1583859/ERR1583859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR1583859/ERR1583859_2.fastq.gz;,
SAMEA104598357,ERR2655458,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,358.0,33515860,ftp.sra.ebi.ac.uk/vol1/fastq/ERR265/008/ERR2655458/ERR2655458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR265/008/ERR2655458/ERR2655458_2.fastq.gz;,
SAMEA4983249,ERR3669088,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,572.0,21907170,ftp.sra.ebi.ac.uk/vol1/fastq/ERR366/008/ERR3669088/ERR3669088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR366/008/ERR3669088/ERR3669088_2.fastq.gz;,
SAMEA5234396,ERR3311939,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,389.0,23649510,ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/009/ERR3311939/ERR3311939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/009/ERR3311939/ERR3311939_2.fastq.gz;,
SAMN03003493,SRR3488812,38727,Panicum virgatum,Illumina HiSeq 2000,SINGLE,,33818004,ftp.sra.ebi.ac.uk/vol1/fastq/SRR348/002/SRR3488812/SRR3488812.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR348/002/SRR3488812
SAMEA104337550,ERR2657316,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,450.0,21979594,ftp.sra.ebi.ac.uk/vol1/fastq/ERR265/006/ERR2657316/ERR2657316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR265/006/ERR2657316/ERR2657316_2.fastq.gz;,
SAMN03003098,SRR4094485,3225,Ceratodon purpureus,Illumina HiSeq 2500,PAIRED,,49971740,ftp.sra.ebi.ac.uk/vol1/fastq/SRR409/005/SRR4094485/SRR4094485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR409/005/SRR4094485/SRR4094485_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR409/005/SRR4094485
SAMN02053591,SRR830869,4513,Hordeum vulgare,Illumina HiSeq 2000,PAIRED,200.0,18383425,ftp.sra.ebi.ac.uk/vol1/fastq/SRR830/SRR830869/SRR830869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR830/SRR830869/SRR830869_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR830/SRR830869
SAMEA3939739,ERR1380294,54126,Pristionchus pacificus,Illumina HiSeq 2000,PAIRED,400.0,18120263,ftp.sra.ebi.ac.uk/vol1/fastq/ERR138/004/ERR1380294/ERR1380294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR138/004/ERR1380294/ERR1380294_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR138/004/ERR1380294
SAMEA3894923,ERR1309051,4932,Saccharomyces cerevisiae,Illumina HiSeq 2000,PAIRED,389.0,14760723,ftp.sra.ebi.ac.uk/vol1/fastq/ERR130/001/ERR1309051/ERR1309051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR130/001/ERR1309051/ERR1309051_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR130/001/ERR1309051
SAMN12025101,SRR10077323,1816182,Streptosporangium becharense,Illumina NovaSeq 6000,PAIRED,,10398735,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/023/SRR10077323/SRR10077323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/023/SRR10077323/SRR10077323_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/023/SRR10077323
SAMEA1531774,ERR191832,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,321.0,23470270,ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/ERR191832/ERR191832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/ERR191832/ERR191832_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR191/ERR191832
SAMN00210855,SRR099496,43179,Ictidomys tridecemlineatus,Illumina Genome Analyzer II,PAIRED,9000.0,44128067,ftp.sra.ebi.ac.uk/vol1/fastq/SRR099/SRR099496/SRR099496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR099/SRR099496/SRR099496_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR099/SRR099496
SAMEA3497862,ERR977310,9823,Sus scrofa,Illumina HiSeq 2000,PAIRED,450.0,18609659,ftp.sra.ebi.ac.uk/vol1/fastq/ERR977/ERR977310/ERR977310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR977/ERR977310/ERR977310_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR977/ERR977310
SAMN07548850,SRR6002655,4577,Zea mays,Illumina HiSeq 2000,PAIRED,,12454466,ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/005/SRR6002655/SRR6002655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/005/SRR6002655/SRR6002655_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR600/005/SRR6002655
SAMEA3919616,ERR1610364,7173,Anopheles arabiensis,HiSeq X Ten,PAIRED,428.0,21565540,ftp.sra.ebi.ac.uk/vol1/fastq/ERR161/004/ERR1610364/ERR1610364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR161/004/ERR1610364/ERR1610364_2.fastq.gz;,
SAMEA3531465,ERR1375325,4932,Saccharomyces cerevisiae,HiSeq X Ten,PAIRED,447.0,11283662,ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/005/ERR1375325/ERR1375325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/005/ERR1375325/ERR1375325_2.fastq.gz;,
SAMN00007907,ERR3964940,9606,Homo sapiens,Illumina NovaSeq 6000,PAIRED,450.0,28891712,ftp.sra.ebi.ac.uk/vol1/fastq/ERR396/000/ERR3964940/ERR3964940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR396/000/ERR3964940/ERR3964940_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR396/000/ERR3964940
SAMEA3889515,ERR1595022,4932,Saccharomyces cerevisiae,HiSeq X Ten,PAIRED,403.0,12441994,ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/002/ERR1595022/ERR1595022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/002/ERR1595022/ERR1595022_2.fastq.gz;,
SAMEA3314613,ERR1045277,5855,Plasmodium vivax,Illumina HiSeq 2000,PAIRED,228.0,46032196,ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1045277/ERR1045277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1045277/ERR1045277_2.fastq.gz;,
SAMEA103924881,ERR2434353,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,434.0,29416796,ftp.sra.ebi.ac.uk/vol1/fastq/ERR243/003/ERR2434353/ERR2434353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR243/003/ERR2434353/ERR2434353_2.fastq.gz;,
SAMEA3388553,ERR878572,105023,Nothobranchius furzeri,Illumina HiSeq 2500,PAIRED,300.0,12254286,ftp.sra.ebi.ac.uk/vol1/fastq/ERR878/ERR878572/ERR878572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR878/ERR878572/ERR878572_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR878/ERR878572
SAMN03651761,SRR2033203,7227,Drosophila melanogaster,Illumina HiSeq 2500,PAIRED,,45561646,ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/003/SRR2033203/SRR2033203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/003/SRR2033203/SRR2033203_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR203/003/SRR2033203
SAMEA3919753,ERR1620674,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,471.0,23395686,ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620674/ERR1620674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620674/ERR1620674_2.fastq.gz;,
SAMEA4955097,ERR3723988,5661,Leishmania donovani,Illumina HiSeq 2500,PAIRED,175.0,30666880,ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3723988/ERR3723988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3723988/ERR3723988_2.fastq.gz;,
SAMEA104303782,ERR2631611,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,392.0,30171210,ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/001/ERR2631611/ERR2631611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/001/ERR2631611/ERR2631611_2.fastq.gz;,
SAMEA2055729,ERR319893,10090,Mus musculus,Illumina HiSeq 2000,PAIRED,496.0,10963956,ftp.sra.ebi.ac.uk/vol1/fastq/ERR319/ERR319893/ERR319893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR319/ERR319893/ERR319893_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR319/ERR319893
SAMD00028429,DRR032579,47721,Lyophyllum shimeji,Illumina HiSeq 2500,PAIRED,250.0,12350288,ftp.sra.ebi.ac.uk/vol1/fastq/DRR032/DRR032579/DRR032579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR032/DRR032579/DRR032579_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/drr/DRR032/DRR032579
SAMN08172193,SRR6378457,109871,Batrachochytrium dendrobatidis,Illumina HiSeq 2000,PAIRED,,23483290,ftp.sra.ebi.ac.uk/vol1/fastq/SRR637/007/SRR6378457/SRR6378457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR637/007/SRR6378457/SRR6378457_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR637/007/SRR6378457
SAMN00990187,SRR492372,3702,Arabidopsis thaliana,Illumina HiSeq 2000,PAIRED,,39383932,ftp.sra.ebi.ac.uk/vol1/fastq/SRR492/SRR492372/SRR492372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR492/SRR492372/SRR492372_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR492/SRR492372
SAMN02373839,SRR1107666,50390,Diabrotica virgifera virgifera,Illumina HiSeq 2000,PAIRED,,42995648,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/006/SRR1107666/SRR1107666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/006/SRR1107666/SRR1107666_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR110/006/SRR1107666
SAMN02821306,SRR1645620,5833,Plasmodium falciparum,Illumina HiSeq 2000,PAIRED,200.0,10107183,ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/000/SRR1645620/SRR1645620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/000/SRR1645620/SRR1645620_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR164/000/SRR1645620
SAMN11159071,SRR8742141,4932,Saccharomyces cerevisiae,Illumina HiSeq 2000,PAIRED,,10504439,ftp.sra.ebi.ac.uk/vol1/fastq/SRR874/001/SRR8742141/SRR8742141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR874/001/SRR8742141/SRR8742141_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR874/001/SRR8742141
SAMN03004951,SRR1572461,4081,Solanum lycopersicum,Illumina HiSeq 2000,PAIRED,,38680247,ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/001/SRR1572461/SRR1572461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/001/SRR1572461/SRR1572461_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR157/001/SRR1572461
SAMN04549120,SRR3231673,4538,Oryza glaberrima,Illumina HiSeq 2500,PAIRED,,31831354,ftp.sra.ebi.ac.uk/vol1/fastq/SRR323/003/SRR3231673/SRR3231673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR323/003/SRR3231673/SRR3231673_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR323/003/SRR3231673
SAMEA3919720,ERR1638695,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,428.0,24563530,ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1638695/ERR1638695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1638695/ERR1638695_2.fastq.gz;,
SAMEA103942826,ERR2365805,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,443.0,13750370,ftp.sra.ebi.ac.uk/vol1/fastq/ERR236/005/ERR2365805/ERR2365805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR236/005/ERR2365805/ERR2365805_2.fastq.gz;,
SAMEA3696324,ERR1162642,9606,Homo sapiens,Illumina HiSeq 2000,SINGLE,,28535677,ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1162642/ERR1162642.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR116/002/ERR1162642
SAMEA801015,ERR019944,10089,Mus caroli,Illumina Genome Analyzer II,PAIRED,550.0,21942342,ftp.sra.ebi.ac.uk/vol1/fastq/ERR019/ERR019944/ERR019944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR019/ERR019944/ERR019944_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR019/ERR019944/col/Y/md5
SAMEA5233335,ERR3345322,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,392.0,14987382,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/002/ERR3345322/ERR3345322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/002/ERR3345322/ERR3345322_2.fastq.gz;,
SAMN12791689,SRR10197684,3656,Cucumis melo,HiSeq X Ten,PAIRED,,15825366,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/084/SRR10197684/SRR10197684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/084/SRR10197684/SRR10197684_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/084/SRR10197684
SAMEA3449865,ERR997747,6289,Haemonchus contortus,Illumina HiSeq 2500,PAIRED,396.0,10002946,ftp.sra.ebi.ac.uk/vol1/fastq/ERR997/ERR997747/ERR997747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR997/ERR997747/ERR997747_2.fastq.gz;,
SAMN00199806,SRR3926994,77065,Salix purpurea,Illumina Genome Analyzer II,PAIRED,,17032120,ftp.sra.ebi.ac.uk/vol1/fastq/SRR392/004/SRR3926994/SRR3926994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR392/004/SRR3926994/SRR3926994_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR392/004/SRR3926994
SAMN08905168,SRR6976817,6337,Trichinella pseudospiralis,Illumina HiSeq 2500,PAIRED,,32051643,ftp.sra.ebi.ac.uk/vol1/fastq/SRR697/007/SRR6976817/SRR6976817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR697/007/SRR6976817/SRR6976817_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR697/007/SRR6976817
SAMN00007782,SRR063331,9606,Homo sapiens,Illumina Genome Analyzer II,PAIRED,206.0,23090812,ftp.sra.ebi.ac.uk/vol1/fastq/SRR063/SRR063331/SRR063331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR063/SRR063331/SRR063331_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR063/SRR063331
SAMEA4983043,ERR3654821,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,566.0,20698964,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/001/ERR3654821/ERR3654821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/001/ERR3654821/ERR3654821_2.fastq.gz;,
SAMEA4642927,ERR3503930,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,559.0,27316766,ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/000/ERR3503930/ERR3503930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/000/ERR3503930/ERR3503930_2.fastq.gz;,
SAMEA1712519,ERR363559,283801,Plasmodium yoelii killicki,Illumina HiSeq 2000,PAIRED,2794.0,23433378,ftp.sra.ebi.ac.uk/vol1/fastq/ERR363/ERR363559/ERR363559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR363/ERR363559/ERR363559_2.fastq.gz;,
SAMN00801378,ERR006430,9606,Homo sapiens,Illumina Genome Analyzer,PAIRED,185.0,27068964,ftp.sra.ebi.ac.uk/vol1/fastq/ERR006/ERR006430/ERR006430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR006/ERR006430/ERR006430_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR006/ERR006430/col/Y/idx1
SAMN02333776,SRR958416,1392006,Escherichia coli FREP,Illumina HiSeq 2000,PAIRED,,29001862,ftp.sra.ebi.ac.uk/vol1/fastq/SRR958/SRR958416/SRR958416.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR958/SRR958416
SAMEA1877236,ERR233384,1773,Mycobacterium tuberculosis,Illumina HiSeq 2000,SINGLE,,10435602,ftp.sra.ebi.ac.uk/vol1/fastq/ERR233/ERR233384/ERR233384.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR233/ERR233384
SAMEA5577346,ERR3305551,9913,Bos taurus,Illumina HiSeq 2000,SINGLE,,19638947,ftp.sra.ebi.ac.uk/vol1/fastq/ERR330/001/ERR3305551/ERR3305551.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR330/001/ERR3305551
SAMEA104483134,ERR2591120,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,540.0,13776568,ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2591120/ERR2591120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2591120/ERR2591120_2.fastq.gz;,
SAMEA48347668,ERR1952652,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,435.0,24974522,ftp.sra.ebi.ac.uk/vol1/fastq/ERR195/002/ERR1952652/ERR1952652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR195/002/ERR1952652/ERR1952652_2.fastq.gz;,
SAMN13340168,SRR10520303,4006,Linum usitatissimum,HiSeq X Ten,PAIRED,,10317517,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/003/SRR10520303/SRR10520303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/003/SRR10520303/SRR10520303_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR105/003/SRR10520303
SAMN09449559,SRR7600840,3708,Brassica napus,HiSeq X Ten,PAIRED,,18739601,ftp.sra.ebi.ac.uk/vol1/fastq/SRR760/000/SRR7600840/SRR7600840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR760/000/SRR7600840/SRR7600840_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR760/000/SRR7600840
SAMN00189987,SRR090575,511145,Escherichia coli str. K-12 substr. MG1655,Illumina Genome Analyzer II,PAIRED,300.0,27646498,ftp.sra.ebi.ac.uk/vol1/fastq/SRR090/SRR090575/SRR090575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR090/SRR090575/SRR090575_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR090/SRR090575
SAMN06187261,SRR5161255,36329,Plasmodium falciparum 3D7,Illumina HiSeq 2500,PAIRED,,11700183,ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5161255/SRR5161255.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5161255/SRR5161255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5161255/SRR5161255_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR516/005/SRR5161255
SAMN00262989,ERR3974332,9606,Homo sapiens,Illumina NovaSeq 6000,PAIRED,450.0,32936175,ftp.sra.ebi.ac.uk/vol1/fastq/ERR397/002/ERR3974332/ERR3974332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR397/002/ERR3974332/ERR3974332_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR397/002/ERR3974332
SAMEA4811005,ERR3795131,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,569.0,17974974,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3795131/ERR3795131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3795131/ERR3795131_2.fastq.gz;,
SAMEA48343918,ERR1952683,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,363.0,23213828,ftp.sra.ebi.ac.uk/vol1/fastq/ERR195/003/ERR1952683/ERR1952683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR195/003/ERR1952683/ERR1952683_2.fastq.gz;,
SAMN03100019,SRR1608111,3702,Arabidopsis thaliana,Illumina Genome Analyzer IIx,SINGLE,,34943332,ftp.sra.ebi.ac.uk/vol1/fastq/SRR160/001/SRR1608111/SRR1608111.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR160/001/SRR1608111
