sample_accession,run_accession,tax_id,scientific_name,instrument_model,library_layout,read_count,fastq_ftp,sra_ftp
SAMN10810912,SRR8482494,28901,Salmonella enterica,Illumina MiSeq,PAIRED,909364,ftp.sra.ebi.ac.uk/vol1/fastq/SRR848/004/SRR8482494/SRR8482494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR848/004/SRR8482494/SRR8482494_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR848/004/SRR8482494
SAMEA3401125,ERR1046504,1280,Staphylococcus aureus,Illumina HiSeq 2000,PAIRED,6026472,ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1046504/ERR1046504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1046504/ERR1046504_2.fastq.gz;,
SAMEA1677444,ERR222937,485,Neisseria gonorrhoeae,Illumina HiSeq 2000,PAIRED,2033781,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/ERR222937/ERR222937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/ERR222937/ERR222937_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR222/ERR222937
SAMN04430082,SRR3145686,4565,Triticum aestivum,Illumina HiSeq 2000,SINGLE,1461146,ftp.sra.ebi.ac.uk/vol1/fastq/SRR314/006/SRR3145686/SRR3145686.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR314/006/SRR3145686
SAMEA4889488,ERR2852134,1313,Streptococcus pneumoniae,NextSeq 500,PAIRED,998916,ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2852134/ERR2852134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2852134/ERR2852134_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2852134
SAMEA1058613,ERR3312713,485,Neisseria gonorrhoeae,HiSeq X Ten,PAIRED,4237082,ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/003/ERR3312713/ERR3312713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/003/ERR3312713/ERR3312713_2.fastq.gz;,
SAMEA4349414,ERR1540373,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Illumina MiSeq,PAIRED,856747,ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/003/ERR1540373/ERR1540373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/003/ERR1540373/ERR1540373_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR154/003/ERR1540373
SAMN03702071,SRR2890101,28901,Salmonella enterica,Illumina MiSeq,PAIRED,920807,ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/001/SRR2890101/SRR2890101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/001/SRR2890101/SRR2890101_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR289/001/SRR2890101
SAMN08828784,SRR6929233,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,4000000,ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/003/SRR6929233/SRR6929233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/003/SRR6929233/SRR6929233_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR692/003/SRR6929233
SAMN02714346,SRR1239714,4530,Oryza sativa,Illumina HiSeq 2000,PAIRED,6223745,ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/004/SRR1239714/SRR1239714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/004/SRR1239714/SRR1239714_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR123/004/SRR1239714
SAMEA5877443,ERR3524057,7165,Anopheles gambiae,Illumina MiSeq,PAIRED,748,ftp.sra.ebi.ac.uk/vol1/fastq/ERR352/007/ERR3524057/ERR3524057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR352/007/ERR3524057/ERR3524057_2.fastq.gz;,
SAMN00779972,SRR584542,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,2203945,ftp.sra.ebi.ac.uk/vol1/fastq/SRR584/SRR584542/SRR584542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR584/SRR584542/SRR584542_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR584/SRR584542
SAMN06437147,SRR5386458,573,Klebsiella pneumoniae,NextSeq 500,PAIRED,2394197,ftp.sra.ebi.ac.uk/vol1/fastq/SRR538/008/SRR5386458/SRR5386458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR538/008/SRR5386458/SRR5386458_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR538/008/SRR5386458
SAMN03102395,SRR1618680,28901,Salmonella enterica,Illumina MiSeq,PAIRED,1452012,ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/000/SRR1618680/SRR1618680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/000/SRR1618680/SRR1618680_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR161/000/SRR1618680
SAMN00006467,ERR1566078,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,232560,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR1566078/ERR1566078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR1566078/ERR1566078_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR156/008/ERR1566078
SAMN08152991,SRR6371943,562,Escherichia coli,Illumina MiSeq,PAIRED,634204,ftp.sra.ebi.ac.uk/vol1/fastq/SRR637/003/SRR6371943/SRR6371943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR637/003/SRR6371943/SRR6371943_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR637/003/SRR6371943
SAMEA4755375,ERR3886470,5833,Plasmodium falciparum,Illumina MiSeq,PAIRED,107424,ftp.sra.ebi.ac.uk/vol1/fastq/ERR388/000/ERR3886470/ERR3886470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR388/000/ERR3886470/ERR3886470_2.fastq.gz;,
SAMEA5224248,ERR3054010,1352,Enterococcus faecium,Illumina MiSeq,PAIRED,830112,ftp.sra.ebi.ac.uk/vol1/fastq/ERR305/000/ERR3054010/ERR3054010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR305/000/ERR3054010/ERR3054010_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR305/000/ERR3054010
SAMEA5234487,ERR3270222,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,25226968,ftp.sra.ebi.ac.uk/vol1/fastq/ERR327/002/ERR3270222/ERR3270222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR327/002/ERR3270222/ERR3270222_2.fastq.gz;,
SAMEA1118091,ERR2512910,1773,Mycobacterium tuberculosis,Illumina HiSeq 2000,PAIRED,2165845,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2512910/ERR2512910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2512910/ERR2512910_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR251/000/ERR2512910
SAMN10391780,SRR8171128,562,Escherichia coli,Illumina MiSeq,PAIRED,584443,ftp.sra.ebi.ac.uk/vol1/fastq/SRR817/008/SRR8171128/SRR8171128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR817/008/SRR8171128/SRR8171128_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR817/008/SRR8171128
SAMEA3258204,ERR1008035,4932,Saccharomyces cerevisiae,Illumina HiSeq 2000,PAIRED,5943488,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/005/ERR1008035/ERR1008035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/005/ERR1008035/ERR1008035_2.fastq.gz;,
SAMN05805621,SRR4456848,3702,Arabidopsis thaliana,Illumina HiSeq 2500,PAIRED,2940208,ftp.sra.ebi.ac.uk/vol1/fastq/SRR445/008/SRR4456848/SRR4456848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR445/008/SRR4456848/SRR4456848_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR445/008/SRR4456848
SAMN12533911,SRR9929256,562,Escherichia coli,Illumina MiSeq,PAIRED,898107,ftp.sra.ebi.ac.uk/vol1/fastq/SRR992/006/SRR9929256/SRR9929256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR992/006/SRR9929256/SRR9929256_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR992/006/SRR9929256
SAMN07717129,SRR6176785,83334,Escherichia coli O157:H7,Illumina MiSeq,PAIRED,951552,ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/005/SRR6176785/SRR6176785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/005/SRR6176785/SRR6176785_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR617/005/SRR6176785
SAMN11461884,SRR8926896,562,Escherichia coli,Illumina MiSeq,PAIRED,1634668,ftp.sra.ebi.ac.uk/vol1/fastq/SRR892/006/SRR8926896/SRR8926896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR892/006/SRR8926896/SRR8926896_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR892/006/SRR8926896
SAMEA4810872,ERR2721047,605,Salmonella enterica subsp. enterica serovar Pullorum,Illumina HiSeq 2500,PAIRED,1600000,ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2721047/ERR2721047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2721047/ERR2721047_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR272/007/ERR2721047
SAMEA4874487,ERR3488201,28450,Burkholderia pseudomallei,HiSeq X Ten,PAIRED,3018676,ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/001/ERR3488201/ERR3488201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/001/ERR3488201/ERR3488201_2.fastq.gz;,
SAMN09296191,SRR7295819,28901,Salmonella enterica,Illumina MiSeq,PAIRED,515474,ftp.sra.ebi.ac.uk/vol1/fastq/SRR729/009/SRR7295819/SRR7295819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR729/009/SRR7295819/SRR7295819_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR729/009/SRR7295819
SAMN12828370,SRR10195660,4565,Triticum aestivum,Illumina HiSeq 2500,SINGLE,1297901,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/060/SRR10195660/SRR10195660.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/060/SRR10195660
SAMEA3949868,ERR1392189,9606,Homo sapiens,Illumina HiSeq 2500,SINGLE,823310,ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/009/ERR1392189/ERR1392189.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR139/009/ERR1392189
SAMN10461334,SRR8236039,1639,Listeria monocytogenes,Illumina MiSeq,PAIRED,3142281,ftp.sra.ebi.ac.uk/vol1/fastq/SRR823/009/SRR8236039/SRR8236039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR823/009/SRR8236039/SRR8236039_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR823/009/SRR8236039
SAMN11102921,SRR8711383,58712,Salmonella enterica subsp. enterica serovar Anatum,Illumina HiSeq 2500,PAIRED,797040,ftp.sra.ebi.ac.uk/vol1/fastq/SRR871/003/SRR8711383/SRR8711383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR871/003/SRR8711383/SRR8711383_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR871/003/SRR8711383
SAMEA5149454,ERR3059426,7165,Anopheles gambiae,Illumina MiSeq,PAIRED,109410,ftp.sra.ebi.ac.uk/vol1/fastq/ERR305/006/ERR3059426/ERR3059426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR305/006/ERR3059426/ERR3059426_2.fastq.gz;,
SAMN01036746,SRR606229,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,4190859,ftp.sra.ebi.ac.uk/vol1/fastq/SRR606/SRR606229/SRR606229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR606/SRR606229/SRR606229_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR606/SRR606229
SAMN11044023,SRR8661369,3818,Arachis hypogaea,Illumina HiSeq 4000,PAIRED,4480926,ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8661369/SRR8661369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8661369/SRR8661369_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR866/009/SRR8661369
SAMN00779982,SRR585119,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,2237493,ftp.sra.ebi.ac.uk/vol1/fastq/SRR585/SRR585119/SRR585119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR585/SRR585119/SRR585119_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR585/SRR585119
SAMEA1089387,ERR3085700,4932,Saccharomyces cerevisiae,Illumina HiSeq 2500,PAIRED,6562,ftp.sra.ebi.ac.uk/vol1/fastq/ERR308/000/ERR3085700/ERR3085700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR308/000/ERR3085700/ERR3085700_2.fastq.gz;,
SAMN10097559,SRR7884626,59201,Salmonella enterica subsp. enterica,Illumina HiSeq 2500,PAIRED,1686544,ftp.sra.ebi.ac.uk/vol1/fastq/SRR788/006/SRR7884626/SRR7884626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR788/006/SRR7884626/SRR7884626_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR788/006/SRR7884626
SAMEA5598600,ERR3421754,5833,Plasmodium falciparum,Illumina MiSeq,PAIRED,420,ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/004/ERR3421754/ERR3421754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/004/ERR3421754/ERR3421754_2.fastq.gz;,
SAMN07340025,SRR5817697,1765,Mycobacterium tuberculosis variant bovis,Illumina MiSeq,PAIRED,884959,ftp.sra.ebi.ac.uk/vol1/fastq/SRR581/007/SRR5817697/SRR5817697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR581/007/SRR5817697/SRR5817697_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR581/007/SRR5817697
SAMN13429229,SRR10559553,623,Shigella flexneri,Illumina HiSeq 2500,PAIRED,2392586,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/053/SRR10559553/SRR10559553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/053/SRR10559553/SRR10559553_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR105/053/SRR10559553
SAMEA3734367,ERR1584646,4932,Saccharomyces cerevisiae,HiSeq X Ten,PAIRED,8849088,ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR1584646/ERR1584646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR1584646/ERR1584646_2.fastq.gz;,
SAMN02847454,SRR3205946,192954,Salmonella enterica subsp. enterica serovar Mbandaka,Illumina MiSeq,PAIRED,733840,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3205946/SRR3205946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3205946/SRR3205946_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR320/006/SRR3205946
SAMN00991190,SRR1692426,29655,Zostera marina,Illumina MiSeq,PAIRED,8866847,ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/006/SRR1692426/SRR1692426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/006/SRR1692426/SRR1692426_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR169/006/SRR1692426
SAMN00006580,ERR1494741,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,471026,ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/001/ERR1494741/ERR1494741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/001/ERR1494741/ERR1494741_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR149/001/ERR1494741
SAMN10905241,SRR8552231,1280,Staphylococcus aureus,Illumina HiSeq 4000,PAIRED,966981,ftp.sra.ebi.ac.uk/vol1/fastq/SRR855/001/SRR8552231/SRR8552231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR855/001/SRR8552231/SRR8552231_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR855/001/SRR8552231
SAMEA3671585,ERR1198997,1773,Mycobacterium tuberculosis,Illumina HiSeq 2500,SINGLE,15172806,ftp.sra.ebi.ac.uk/vol1/fastq/ERR119/007/ERR1198997/ERR1198997.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR119/007/ERR1198997
SAMEA5769107,ERR3430632,1639,Listeria monocytogenes,Illumina MiSeq,SINGLE,889053,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/002/ERR3430632/ERR3430632.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR343/002/ERR3430632
SAMN08626048,SRR6824572,1773,Mycobacterium tuberculosis,HiSeq X Ten,PAIRED,1728400,ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824572/SRR6824572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824572/SRR6824572_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR682/002/SRR6824572
SAMEA104710623,ERR2591330,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,17375120,ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2591330/ERR2591330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2591330/ERR2591330_2.fastq.gz;,
SAMEA3304335,ERR987645,1352,Enterococcus faecium,Illumina HiSeq 2000,PAIRED,4696718,ftp.sra.ebi.ac.uk/vol1/fastq/ERR987/ERR987645/ERR987645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR987/ERR987645/ERR987645_2.fastq.gz;,
SAMN13750733,SRR10270756,1352,Enterococcus faecium,Illumina HiSeq 2500,PAIRED,8272239,ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/056/SRR10270756/SRR10270756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/056/SRR10270756/SRR10270756_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR102/056/SRR10270756
SAMN03329814,SRR1790767,1311,Streptococcus agalactiae,Illumina HiSeq 2500,PAIRED,1033477,ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/007/SRR1790767/SRR1790767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/007/SRR1790767/SRR1790767_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR179/007/SRR1790767
SAMN13173508,SRR10392392,4932,Saccharomyces cerevisiae,Illumina HiSeq 2500,PAIRED,1125761,ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/092/SRR10392392/SRR10392392.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/092/SRR10392392/SRR10392392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/092/SRR10392392/SRR10392392_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR103/092/SRR10392392
SAMEA5061812,ERR3060078,7165,Anopheles gambiae,Illumina MiSeq,PAIRED,55964,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3060078/ERR3060078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3060078/ERR3060078_2.fastq.gz;,
SAMN00013341,SRR034383,30611,Otolemur garnettii,Illumina Genome Analyzer II,PAIRED,28528183,ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034383/SRR034383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034383/SRR034383_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034383
SAMN00006580,ERR1498347,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,575708,ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/007/ERR1498347/ERR1498347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/007/ERR1498347/ERR1498347_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR149/007/ERR1498347
SAMEA3716349,ERR1335340,10090,Mus musculus,Illumina HiSeq 2000,SINGLE,6619498,ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/000/ERR1335340/ERR1335340.fastq.gz,
SAMEA104283098,ERR2112688,550,Enterobacter cloacae,Illumina MiSeq,PAIRED,350187,ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/008/ERR2112688/ERR2112688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/008/ERR2112688/ERR2112688_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR211/008/ERR2112688
SAMEA6413473,ERR3973435,5833,Plasmodium falciparum,Illumina MiSeq,PAIRED,37302,ftp.sra.ebi.ac.uk/vol1/fastq/ERR397/005/ERR3973435/ERR3973435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR397/005/ERR3973435/ERR3973435_2.fastq.gz;,
SAMN04376710,SRR3081088,1133412,Tigriopus kingsejongensis,Illumina MiSeq,PAIRED,1531616,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/008/SRR3081088/SRR3081088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/008/SRR3081088/SRR3081088_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR308/008/SRR3081088
SAMEA104394978,ERR2200376,595,Salmonella enterica subsp. enterica serovar Infantis,Illumina MiSeq,PAIRED,784413,ftp.sra.ebi.ac.uk/vol1/fastq/ERR220/006/ERR2200376/ERR2200376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR220/006/ERR2200376/ERR2200376_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR220/006/ERR2200376
SAMN07204974,SRR5666388,1639,Listeria monocytogenes,Illumina MiSeq,PAIRED,740762,ftp.sra.ebi.ac.uk/vol1/fastq/SRR566/008/SRR5666388/SRR5666388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR566/008/SRR5666388/SRR5666388_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR566/008/SRR5666388
SAMN04849623,SRR3394749,562,Escherichia coli,Illumina MiSeq,PAIRED,902476,ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/009/SRR3394749/SRR3394749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/009/SRR3394749/SRR3394749_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR339/009/SRR3394749
SAMEA2569761,ERR609477,4530,Oryza sativa,Illumina HiSeq 2000,PAIRED,3039237,ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/ERR609477/ERR609477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/ERR609477/ERR609477_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR609/ERR609477
SAMN10462058,SRR8270802,3635,Gossypium hirsutum,HiSeq X Ten,PAIRED,11149478,ftp.sra.ebi.ac.uk/vol1/fastq/SRR827/002/SRR8270802/SRR8270802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR827/002/SRR8270802/SRR8270802_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR827/002/SRR8270802
SAMEA878718,ERR029430,10090,Mus musculus,Illumina Genome Analyzer II,PAIRED,2620618,ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029430/ERR029430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029430/ERR029430_2.fastq.gz;,
SAMEA4643376,ERR2560422,1594205,Biscutella laevigata subsp. laevigata,Illumina HiSeq 2500,PAIRED,15957166,ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/002/ERR2560422/ERR2560422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/002/ERR2560422/ERR2560422_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR256/002/ERR2560422
SAMN08626377,SRR6824509,1773,Mycobacterium tuberculosis,HiSeq X Ten,PAIRED,3853285,ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824509/SRR6824509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824509/SRR6824509_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR682/009/SRR6824509
SAMN04301751,SRR2968737,237433,Nicator chloris,Illumina HiSeq 2500,PAIRED,2481127,ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2968737/SRR2968737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2968737/SRR2968737_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR296/007/SRR2968737
SAMN00006467,ERR1570570,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,539989,ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/000/ERR1570570/ERR1570570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/000/ERR1570570/ERR1570570_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR157/000/ERR1570570
SAMN03647262,SRR2467265,1773,Mycobacterium tuberculosis,Illumina HiSeq 2500,PAIRED,5044759,ftp.sra.ebi.ac.uk/vol1/fastq/SRR246/005/SRR2467265/SRR2467265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR246/005/SRR2467265/SRR2467265_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR246/005/SRR2467265
SAMN04511055,SRR7447363,8022,Oncorhynchus mykiss,Illumina HiSeq 3000,PAIRED,2218768,ftp.sra.ebi.ac.uk/vol1/fastq/SRR744/003/SRR7447363/SRR7447363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR744/003/SRR7447363/SRR7447363_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR744/003/SRR7447363
SAMEA4639277,ERR3880427,5833,Plasmodium falciparum,Illumina MiSeq,PAIRED,26268,ftp.sra.ebi.ac.uk/vol1/fastq/ERR388/007/ERR3880427/ERR3880427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR388/007/ERR3880427/ERR3880427_2.fastq.gz;,
